customer_id,transaction_amount,merchant_category,merchant_country,payment_method,transaction_hour,is_weekend,account_age_days,avg_txn_amount_30d,txn_count_24h,is_new_merchant,geo_distance_km,ip_change,device_trusted,is_high_risk_country,velocity_score,fraud_label
CUST_61,47.48,fashion,CN,POS,0,1,2371,161.18,4,0,0.72,0,0,0,3,0
CUST_62,264.68,electronics,US,POS,6,0,1548,136.96,6,0,54.15,0,0,0,9,0
CUST_63,66.18,groceries,DE,contactless,6,0,1868,146.94,4,0,14.54,0,0,0,8,0
CUST_64,49.47,groceries,DE,POS,9,0,900,128.79,9,0,17.54,0,0,0,1,0
CUST_65,117.36,digital_services,RU,contactless,5,0,1472,91.81,7,0,25.15,0,0,1,2,0
CUST_66,22.78,food,CN,POS,19,0,3307,108.91,3,0,8.02,0,0,0,2,0
CUST_67,243.07,travel,US,contactless,11,1,1371,102.48,4,0,22.74,0,0,0,5,0
CUST_68,11.62,travel,US,contactless,12,0,2150,105.41,1,0,29.53,0,0,0,2,0
CUST_69,650.12,electronics,US,contactless,23,0,2336,105.62,6,0,3.14,0,0,0,2,0
CUST_70,221.92,fashion,IN,POS,10,0,1411,158.67,2,0,18.37,1,0,0,4,0
CUST_71,33.23,electronics,RU,contactless,17,0,1201,190.76,4,1,9.99,0,0,0,2,0
CUST_72,0.83,groceries,DE,mobile_wallet,1,0,1278,89.47,5,0,20.37,0,0,0,4,0
CUST_73,253.48,groceries,DE,contactless,15,1,1158,114.08,8,0,0.54,0,0,0,2,0
CUST_74,184.06,travel,IN,online,1,0,3657,127.59,3,0,33.94,0,0,0,1,0
CUST_75,195.85,fashion,UK,online,18,0,2433,85.68,6,0,4.61,0,0,0,7,0
CUST_76,221.28,food,IN,mobile_wallet,5,1,1591,121.85,1,0,29.23,0,0,1,2,0
CUST_77,11.54,fashion,RU,contactless,0,0,3917,132.31,9,0,36.61,0,0,1,5,0
CUST_78,66.58,groceries,US,online,10,0,1314,117.27,1,0,34.92,0,0,0,1,0
CUST_79,18.47,food,IN,contactless,17,0,600,141.95,2,0,42.53,0,0,0,0,0
CUST_80,298.28,fashion,US,online,9,0,2650,120.01,1,0,9.2,0,0,1,7,0
CUST_81,146.45,fashion,RU,POS,17,0,2894,19.7,8,0,85.37,0,0,0,2,0
CUST_82,60.27,food,BR,POS,0,1,1979,86.38,4,0,0.6,0,1,0,1,0
CUST_83,9.85,groceries,RU,mobile_wallet,18,1,3171,170.13,2,0,16.41,0,0,0,1,0
CUST_84,55.87,fashion,CN,mobile_wallet,15,0,2007,138.21,7,0,7.88,0,0,0,4,0
CUST_85,59.0,food,US,contactless,6,0,3548,20.21,8,0,33.67,0,0,0,5,0
CUST_86,196.18,digital_services,DE,mobile_wallet,14,1,2010,67.14,9,0,40.9,0,0,0,1,0
CUST_87,152.23,digital_services,IN,contactless,0,0,476,145.26,5,0,43.2,0,0,0,5,0
CUST_88,327.34,groceries,BR,POS,22,0,812,99.83,3,0,8.81,0,0,0,0,0
CUST_89,95.86,food,RU,POS,20,0,1310,25.42,1,0,8.01,0,0,0,8,0
CUST_90,19.11,digital_services,US,online,8,0,2986,157.08,8,0,28.25,0,0,0,3,0
CUST_91,187.37,food,BR,contactless,1,1,973,145.34,6,0,65.84,0,0,0,4,0
CUST_92,214.56,fashion,UK,POS,16,0,2973,90.97,5,0,7.33,0,0,0,2,0
CUST_93,123.58,groceries,CN,POS,23,0,3007,163.58,7,0,60.37,1,0,0,5,0
CUST_94,221.08,digital_services,UK,contactless,9,0,666,92.3,5,0,22.38,0,0,0,0,0
CUST_95,102.12,fashion,RU,online,5,0,3003,98.2,4,0,33.48,0,0,1,6,0
CUST_96,110.95,electronics,UK,online,4,0,560,103.0,5,0,14.49,0,0,0,7,0
CUST_97,83.67,electronics,UK,online,7,0,148,53.66,7,0,41.11,0,0,0,2,0
CUST_98,3.86,groceries,CN,online,7,1,3933,134.44,6,0,88.08,0,0,0,1,0
CUST_99,17.13,digital_services,CN,POS,4,0,95,138.2,9,0,4.68,1,0,0,3,0
CUST_100,4.79,digital_services,CN,contactless,11,1,2322,103.95,2,1,12.18,0,0,0,7,0
CUST_101,151.76,digital_services,BR,contactless,6,0,2134,144.72,7,0,49.6,0,1,0,7,0
CUST_102,56.61,food,CN,POS,12,0,1097,64.31,1,0,4.86,0,0,0,7,0
CUST_103,106.57,fashion,UK,POS,12,0,2601,144.01,8,0,13.32,0,0,0,1,0
CUST_104,357.19,digital_services,DE,POS,16,1,1943,131.39,4,0,4.54,0,0,0,3,0
CUST_105,43.01,fashion,DE,mobile_wallet,3,0,453,95.83,8,0,26.13,0,0,0,9,0
CUST_106,79.24,groceries,CN,contactless,17,0,3849,134.49,8,0,6.81,0,0,1,0,0
CUST_107,211.31,digital_services,BR,contactless,9,0,3637,89.14,4,0,11.98,0,0,0,6,0
CUST_108,38.97,groceries,IN,contactless,2,0,424,158.68,4,0,16.89,0,0,0,9,0
CUST_109,12.02,digital_services,US,online,11,0,2527,138.45,5,0,8.81,0,0,1,5,0
CUST_110,51.32,electronics,RU,POS,0,0,1310,132.73,7,0,28.48,0,0,0,6,0
CUST_111,26.37,travel,BR,POS,10,0,2070,103.82,6,0,2.95,0,0,0,9,0
CUST_112,398.24,groceries,IN,POS,17,0,983,147.13,1,0,52.97,0,0,0,4,0
CUST_113,247.63,digital_services,RU,mobile_wallet,12,0,1849,162.13,6,0,16.41,0,0,0,5,0
CUST_114,150.52,travel,IN,contactless,16,0,1889,176.24,3,0,21.26,1,0,1,5,1
CUST_115,307.73,groceries,IN,POS,7,0,3462,100.91,9,0,24.33,0,0,0,5,0
CUST_116,244.2,food,DE,mobile_wallet,19,0,792,148.65,3,0,1.54,0,0,0,8,0
CUST_117,30.97,digital_services,US,POS,18,0,1659,168.84,9,0,35.37,0,0,0,3,0
CUST_118,334.62,food,IN,online,16,0,1433,111.49,5,0,72.94,0,0,0,1,0
CUST_119,116.26,electronics,CN,contactless,1,0,472,169.19,8,1,18.34,0,0,0,8,1
CUST_120,247.1,digital_services,RU,mobile_wallet,2,0,3044,125.56,9,0,12.39,0,0,0,9,0
CUST_121,339.64,electronics,BR,POS,2,0,2969,84.35,9,0,38.4,0,0,0,6,0
CUST_122,57.41,travel,DE,contactless,5,0,2611,95.15,7,0,31.86,0,1,0,4,0
CUST_123,17.49,groceries,RU,mobile_wallet,9,0,1527,69.48,1,1,26.32,0,1,0,5,0
CUST_124,38.8,fashion,CN,contactless,23,0,186,118.64,8,1,84.06,0,0,0,6,0
CUST_125,83.56,electronics,CN,contactless,21,0,118,114.39,7,0,21.79,0,0,0,4,0
CUST_126,255.57,fashion,IN,online,17,0,2279,126.59,4,0,7.14,1,0,0,4,0
CUST_127,295.7,fashion,CN,contactless,17,0,1009,167.66,6,0,0.63,0,0,0,5,0
CUST_128,1.05,groceries,US,mobile_wallet,13,0,491,119.42,2,0,15.1,0,0,0,7,0
CUST_129,107.23,travel,CN,contactless,15,0,3582,110.65,4,0,26.41,0,0,0,1,0
CUST_130,81.04,groceries,IN,mobile_wallet,6,1,2786,113.02,8,0,4.72,0,0,0,9,0
CUST_131,37.68,digital_services,RU,contactless,0,0,3658,55.13,4,0,0.65,0,0,0,8,0
CUST_132,19.15,electronics,CN,POS,16,1,2531,143.92,4,0,59.95,0,0,0,9,0
CUST_133,61.79,fashion,DE,online,22,0,3571,114.72,4,0,8.99,0,1,0,4,0
CUST_134,429.47,groceries,BR,POS,4,1,409,122.81,9,0,15.69,0,0,0,3,0
CUST_135,58.56,groceries,DE,online,0,0,430,112.97,2,0,2.39,0,0,0,7,0
CUST_136,109.72,groceries,DE,mobile_wallet,20,0,1132,124.46,7,0,12.02,0,0,0,3,0
CUST_137,182.11,electronics,RU,online,16,0,580,74.09,3,0,13.78,0,0,0,1,0
CUST_138,67.8,travel,UK,contactless,9,0,3013,119.96,4,0,58.26,0,0,0,4,0
CUST_139,535.17,groceries,BR,contactless,11,1,3897,98.86,1,0,50.15,0,1,0,4,0
CUST_140,492.3,electronics,DE,POS,19,0,3090,121.22,3,0,5.24,0,0,0,3,0
CUST_141,43.51,fashion,DE,online,1,0,1439,84.48,2,0,20.3,0,0,0,2,0
CUST_142,103.15,digital_services,UK,mobile_wallet,22,0,3055,136.75,7,1,32.85,0,0,0,4,0
CUST_143,53.69,food,RU,mobile_wallet,15,0,3768,120.75,6,0,8.63,1,0,0,8,1
CUST_144,50.29,electronics,BR,contactless,14,1,2738,74.66,1,0,12.54,0,0,0,8,0
CUST_145,5.64,food,DE,mobile_wallet,12,0,3444,153.12,8,1,104.8,1,0,0,8,1
CUST_146,141.07,groceries,IN,contactless,17,0,2980,102.0,9,0,35.65,0,0,0,5,0
CUST_147,104.78,groceries,RU,contactless,19,0,474,107.45,1,0,14.37,0,0,0,7,0
CUST_148,7.93,electronics,BR,contactless,21,0,2129,147.94,5,1,19.09,0,0,0,0,0
CUST_149,48.99,food,DE,POS,13,1,3352,157.57,7,0,24.57,0,0,0,0,0
CUST_150,358.33,groceries,DE,POS,17,1,1997,103.69,2,1,17.27,0,0,0,6,0
CUST_151,41.08,fashion,UK,contactless,1,0,1947,123.9,6,0,13.26,0,0,0,4,0
CUST_152,23.48,travel,BR,contactless,1,0,3760,143.87,8,0,11.13,1,0,1,1,1
CUST_153,100.84,travel,IN,contactless,2,1,358,164.21,8,0,4.63,0,0,0,3,0
CUST_154,636.61,groceries,RU,mobile_wallet,4,0,1961,123.1,8,0,90.88,0,0,0,3,0
CUST_155,41.57,food,CN,contactless,15,0,3595,136.51,6,0,2.4,0,0,0,5,0
CUST_156,167.27,digital_services,US,contactless,21,0,3451,88.01,6,0,22.97,0,0,0,7,0
CUST_157,215.08,groceries,IN,online,14,0,2020,67.07,3,0,80.22,1,0,0,2,0
CUST_158,40.7,digital_services,CN,online,11,0,799,139.42,2,1,11.75,0,0,0,6,0
CUST_159,195.41,digital_services,IN,online,8,1,3886,91.76,5,0,7.27,0,0,0,1,0
CUST_160,68.78,food,BR,online,13,0,1512,87.65,9,0,77.82,0,0,0,8,0
CUST_161,150.08,digital_services,CN,contactless,20,0,2575,142.45,4,0,40.45,0,0,0,6,0
CUST_162,150.58,fashion,BR,online,15,0,154,114.84,5,0,26.61,0,0,0,0,0
CUST_163,115.11,food,CN,mobile_wallet,10,0,233,127.96,6,0,23.67,0,0,0,3,0
CUST_164,14.19,groceries,IN,mobile_wallet,5,0,2845,75.09,6,1,11.16,0,0,0,1,0
CUST_165,270.55,fashion,UK,online,9,0,672,88.11,4,0,25.63,0,0,0,9,0
CUST_166,58.02,electronics,IN,POS,7,0,1074,177.07,4,0,32.28,0,0,0,4,0
CUST_167,30.96,travel,BR,mobile_wallet,15,0,619,96.97,8,0,0.81,0,0,0,8,0
CUST_168,6.24,groceries,IN,mobile_wallet,2,0,3948,112.88,5,0,3.13,0,0,0,2,0
CUST_169,134.07,groceries,CN,online,1,0,1616,128.31,5,0,9.46,1,0,0,4,0
CUST_170,169.78,groceries,US,online,15,0,2439,82.55,9,0,9.76,0,0,0,9,0
CUST_171,2.51,fashion,CN,contactless,18,0,2438,167.35,4,0,57.69,0,0,0,1,0
CUST_172,107.64,electronics,DE,mobile_wallet,8,1,3879,120.26,7,0,28.84,0,0,0,3,0
CUST_173,38.52,food,IN,online,15,0,1169,111.73,5,0,11.69,0,0,0,1,0
CUST_174,155.42,electronics,RU,online,21,0,84,157.38,9,1,41.41,0,0,0,7,0
CUST_175,28.74,fashion,IN,contactless,3,0,2369,151.91,8,0,9.76,0,0,0,6,0
CUST_176,176.13,groceries,UK,mobile_wallet,9,0,1104,188.84,8,0,117.09,0,0,0,6,0
CUST_177,73.34,travel,BR,online,18,0,871,104.7,3,0,38.04,0,0,0,6,0
CUST_178,414.05,groceries,RU,contactless,12,1,2862,196.76,9,0,41.31,0,0,0,8,0
CUST_179,22.19,food,CN,online,17,0,2331,142.61,8,0,7.56,0,0,0,1,0
CUST_180,62.57,digital_services,UK,POS,14,0,521,179.16,3,0,3.92,0,0,0,5,0
CUST_181,18.07,travel,IN,POS,3,1,1014,154.5,1,0,12.34,0,0,0,3,0
CUST_182,387.93,groceries,CN,online,8,0,2650,97.53,5,0,10.17,0,0,0,9,0
CUST_183,314.75,travel,CN,mobile_wallet,3,0,2936,90.82,4,0,36.72,0,0,0,5,0
CUST_184,44.75,digital_services,DE,POS,15,0,1022,56.86,8,0,4.79,0,0,0,8,0
CUST_185,161.81,electronics,DE,contactless,20,1,2024,49.63,6,0,18.74,0,0,0,0,0
CUST_186,254.92,fashion,US,online,14,0,1962,98.57,5,0,24.73,0,0,0,1,0
CUST_187,121.52,groceries,DE,contactless,23,0,990,164.35,9,0,12.16,0,0,0,5,0
CUST_188,113.14,food,BR,POS,1,0,1916,102.57,6,0,5.6,0,0,0,6,0
CUST_189,41.53,electronics,RU,mobile_wallet,13,0,2302,96.33,3,0,56.5,0,0,0,2,0
CUST_190,14.66,groceries,CN,contactless,2,0,2075,144.49,6,0,3.74,0,0,0,0,0
CUST_191,341.27,electronics,DE,POS,21,0,3570,89.85,4,0,9.05,0,0,0,6,0
CUST_192,346.02,food,US,POS,22,0,3949,184.42,5,0,35.32,0,0,0,1,0
CUST_193,150.4,groceries,IN,POS,3,0,132,110.84,6,0,23.24,0,0,0,5,0
CUST_194,62.11,digital_services,RU,contactless,0,1,999,152.57,9,0,32.79,0,0,0,3,0
CUST_195,64.44,digital_services,DE,POS,22,0,1101,113.0,3,0,41.36,0,0,0,9,0
CUST_196,194.17,food,CN,online,8,0,766,120.86,1,0,56.44,0,0,0,3,0
CUST_197,341.11,travel,IN,POS,16,0,1395,159.45,2,0,9.08,0,0,0,8,0
CUST_198,327.17,food,BR,online,13,0,2310,128.03,8,0,16.08,0,0,0,6,0
CUST_199,227.03,travel,CN,mobile_wallet,16,0,3683,172.28,4,0,29.14,0,0,0,0,0
CUST_200,154.1,groceries,IN,online,0,0,3660,92.59,7,0,39.59,0,0,1,3,0
CUST_201,13.18,travel,BR,mobile_wallet,9,0,257,74.53,2,0,21.56,0,0,0,9,0
CUST_202,26.44,groceries,BR,mobile_wallet,22,0,3084,58.77,8,0,18.03,0,0,0,5,0
CUST_203,343.23,groceries,RU,online,15,0,2599,163.92,9,0,29.42,0,0,0,1,0
CUST_204,139.87,fashion,CN,mobile_wallet,18,0,1750,151.56,7,0,12.03,0,0,0,3,0
CUST_205,1.39,groceries,DE,online,23,0,1645,110.7,1,0,56.04,0,0,0,1,0
CUST_206,16.05,travel,DE,contactless,2,0,2090,130.46,2,0,5.96,0,0,1,0,0
CUST_207,163.37,fashion,US,mobile_wallet,11,0,3600,157.43,9,0,53.86,0,0,0,0,0
CUST_208,0.76,fashion,IN,online,2,1,474,113.34,7,0,25.79,0,0,0,8,0
CUST_209,26.3,groceries,US,mobile_wallet,14,1,3927,58.4,3,0,22.95,0,1,0,8,0
CUST_210,119.35,food,UK,POS,16,0,2417,58.84,5,1,15.87,0,0,0,3,0
CUST_211,176.6,food,DE,online,17,0,1377,81.69,1,0,4.2,0,0,0,7,0
CUST_212,158.32,digital_services,IN,POS,6,0,1649,123.58,3,0,50.05,0,0,0,9,0
CUST_213,38.09,fashion,RU,mobile_wallet,18,0,627,87.04,4,1,1.35,0,1,0,6,0
CUST_214,186.81,groceries,US,mobile_wallet,6,1,2234,156.17,4,0,7.87,0,0,0,4,0
CUST_215,40.62,food,RU,contactless,4,0,2733,75.42,7,0,2.91,0,1,0,9,0
CUST_216,59.05,groceries,RU,online,7,0,3080,95.73,5,0,2.82,0,0,0,1,0
CUST_217,205.85,groceries,RU,POS,20,1,3676,56.25,9,0,12.37,0,0,0,8,0
CUST_218,157.32,fashion,US,contactless,15,0,3532,104.42,7,0,4.37,0,0,0,6,0
CUST_219,283.79,digital_services,UK,mobile_wallet,15,0,3656,120.25,2,0,21.77,0,0,0,3,0
CUST_220,160.77,fashion,BR,mobile_wallet,18,0,3508,157.72,8,0,24.67,0,0,0,9,0
CUST_221,126.01,electronics,BR,contactless,14,0,1211,124.2,2,0,53.45,0,0,0,1,0
CUST_222,14.75,food,US,POS,6,0,3286,145.93,7,1,8.91,0,0,0,1,0
CUST_223,68.76,food,BR,mobile_wallet,4,1,827,155.18,5,0,9.25,0,0,0,2,0
CUST_224,46.22,food,CN,mobile_wallet,22,0,2568,133.73,6,0,7.07,0,1,0,5,0
CUST_225,41.96,travel,BR,online,10,0,864,88.62,4,0,38.06,0,0,0,0,0
CUST_226,541.85,groceries,DE,contactless,9,1,3029,134.16,5,0,13.97,0,0,1,4,0
CUST_227,74.91,fashion,US,mobile_wallet,20,0,3637,172.07,5,1,20.1,0,0,1,9,1
CUST_228,333.91,food,BR,POS,22,0,2062,108.98,7,0,11.73,0,0,0,2,0
CUST_229,149.6,electronics,US,online,8,0,386,139.41,4,0,4.26,0,0,0,6,0
CUST_230,237.57,food,UK,contactless,0,0,2794,138.51,5,0,2.7,0,0,0,6,0
CUST_231,104.77,digital_services,CN,POS,19,0,2439,107.09,4,0,50.68,0,0,0,9,0
CUST_232,129.02,groceries,US,mobile_wallet,0,1,3325,152.81,4,0,7.71,0,1,0,4,0
CUST_233,101.74,groceries,DE,contactless,7,0,3714,106.54,8,0,71.02,0,0,0,8,0
CUST_234,32.58,fashion,BR,contactless,2,0,3305,135.86,5,0,73.58,0,1,0,9,0
CUST_235,192.26,travel,DE,POS,1,0,37,111.62,9,0,16.3,0,0,0,7,0
CUST_236,49.44,fashion,BR,contactless,3,1,2549,121.53,5,0,79.6,0,0,0,8,0
CUST_237,3.69,food,US,POS,18,0,2249,152.68,8,0,0.72,0,0,0,5,0
CUST_238,155.55,digital_services,RU,mobile_wallet,10,1,3821,51.86,3,0,2.4,0,0,1,7,0
CUST_239,29.24,electronics,BR,online,4,0,2173,141.59,7,0,6.97,0,0,0,9,0
CUST_240,423.16,fashion,RU,POS,23,1,2751,144.75,1,0,5.87,0,0,0,1,0
CUST_241,461.63,travel,CN,online,9,1,3904,99.88,5,0,7.28,0,0,0,4,0
CUST_242,369.53,fashion,DE,contactless,23,0,2685,118.9,2,1,15.05,0,0,0,7,0
CUST_243,69.34,groceries,RU,POS,22,0,1359,85.83,8,1,1.62,0,0,0,1,0
CUST_244,2.34,food,DE,mobile_wallet,7,0,3758,92.03,6,0,20.26,0,0,1,1,0
CUST_245,395.33,food,BR,POS,12,0,3359,129.48,5,0,9.26,1,0,0,2,0
CUST_246,83.84,food,BR,POS,4,0,2551,211.88,3,1,1.86,0,0,0,1,0
CUST_247,510.13,food,CN,POS,11,0,2003,143.24,1,0,34.98,0,0,0,3,0
CUST_248,497.06,food,BR,online,12,0,3401,90.31,8,0,26.49,0,0,0,3,0
CUST_249,287.61,food,CN,online,21,0,1518,147.15,5,0,39.43,0,0,0,0,0
CUST_250,52.32,electronics,RU,contactless,7,0,643,140.33,9,0,70.02,1,0,0,5,0
CUST_251,72.94,travel,BR,contactless,14,0,718,59.56,7,0,22.03,0,0,0,6,0
CUST_252,285.71,food,US,contactless,12,0,927,108.94,1,0,38.63,0,0,0,6,0
CUST_253,57.17,travel,IN,contactless,0,0,1381,115.01,1,0,5.55,0,0,0,4,0
CUST_254,27.86,digital_services,UK,POS,21,0,139,124.13,7,0,13.21,1,0,0,3,0
CUST_255,122.06,food,IN,online,5,0,739,118.9,7,0,18.88,0,0,0,1,0
CUST_256,412.69,fashion,IN,online,10,0,3230,125.17,9,1,19.48,0,0,0,4,0
CUST_257,178.62,food,DE,online,12,0,3042,87.27,2,0,31.68,0,0,0,3,0
CUST_258,126.62,groceries,CN,online,20,1,2948,108.62,7,0,39.73,0,0,0,7,0
CUST_259,15.33,electronics,DE,contactless,19,0,1190,110.7,2,0,27.48,0,1,0,9,0
CUST_260,143.18,fashion,RU,POS,0,0,3640,160.6,2,0,1.21,0,0,0,0,0
CUST_261,691.59,fashion,UK,online,10,0,678,95.59,5,0,10.82,0,0,0,6,0
CUST_262,22.64,groceries,RU,mobile_wallet,10,0,3265,111.44,9,0,21.24,0,0,0,4,0
CUST_263,109.57,food,US,POS,7,0,2426,107.54,9,1,17.73,0,0,0,9,0
CUST_264,314.79,electronics,UK,mobile_wallet,21,0,2033,175.56,1,0,1.15,0,0,0,4,0
CUST_265,202.51,fashion,DE,POS,2,0,2540,143.28,7,0,98.61,0,0,0,0,0
CUST_266,179.11,electronics,BR,POS,18,0,3969,87.32,3,0,78.15,0,0,0,8,0
CUST_267,181.84,fashion,BR,POS,11,0,1696,133.91,1,0,37.15,0,0,0,6,0
CUST_268,66.82,food,DE,mobile_wallet,5,0,1557,84.59,2,0,1.42,0,0,0,1,0
CUST_269,52.13,digital_services,RU,online,22,0,2962,129.12,6,0,14.06,0,0,0,4,0
CUST_270,248.61,fashion,DE,online,7,1,3252,167.81,2,0,13.18,0,0,0,7,0
CUST_271,249.2,digital_services,DE,mobile_wallet,4,0,1943,51.53,2,0,20.41,0,0,0,6,0
CUST_272,302.69,fashion,IN,online,9,0,275,84.71,4,1,1.44,0,0,0,1,0
CUST_273,366.69,travel,US,contactless,21,0,3211,125.45,3,0,13.78,0,0,0,6,0
CUST_274,107.41,food,BR,online,15,1,1638,106.14,8,0,35.45,0,0,1,5,0
CUST_275,104.43,groceries,IN,contactless,11,0,827,127.49,8,0,155.46,0,0,0,7,0
CUST_276,240.14,digital_services,DE,contactless,16,0,3376,117.08,6,0,22.62,0,0,0,8,0
CUST_277,157.46,groceries,CN,contactless,5,0,2947,61.17,4,0,70.59,0,0,0,6,0
CUST_278,181.58,food,IN,mobile_wallet,8,1,3168,141.77,7,0,163.21,0,0,0,7,0
